Frame,Model,Class,Confidence,X1,Y1,X2,Y2
323,YOLOv11,person,0.89,1,181,638,478
324,YOLOv10,person,0.92,0,182,638,479
324,YOLOv11,person,0.92,0,183,638,478
325,YOLOv10,person,0.95,0,183,624,479
325,YOLOv11,person,0.93,0,183,608,479
326,YOLOv10,person,0.96,4,183,638,479
326,YOLOv10,toothbrush,0.74,232,321,337,402
326,YOLOv11,person,0.93,2,183,638,477
326,YOLOv11,toothbrush,0.59,232,321,337,395
327,YOLOv10,person,0.96,4,183,638,479
327,YOLOv10,toothbrush,0.74,232,321,337,402
327,YOLOv11,person,0.93,2,183,638,477
327,YOLOv11,toothbrush,0.59,232,321,337,395
328,YOLOv10,person,0.97,4,184,638,479
328,YOLOv10,toothbrush,0.82,234,320,384,387
328,YOLOv11,person,0.93,4,184,638,478
328,YOLOv11,toothbrush,0.81,234,320,385,386
329,YOLOv10,person,0.97,5,184,638,479
329,YOLOv11,person,0.94,4,184,638,479
330,YOLOv10,person,0.97,10,184,638,479
330,YOLOv10,cell phone,0.54,253,312,430,356
330,YOLOv11,person,0.94,10,184,638,479
330,YOLOv11,cell phone,0.68,254,313,408,355
331,YOLOv10,person,0.97,16,184,638,479
331,YOLOv11,person,0.94,18,184,638,478
332,YOLOv10,person,0.97,16,184,638,479
332,YOLOv11,person,0.94,18,184,638,478
333,YOLOv10,person,0.97,17,183,638,479
333,YOLOv11,person,0.94,22,183,638,478
333,YOLOv11,cell phone,0.81,253,292,445,342
334,YOLOv10,person,0.97,20,183,638,479
334,YOLOv10,cell phone,0.75,250,292,470,349
334,YOLOv11,person,0.94,25,183,638,479
334,YOLOv11,cell phone,0.9,250,292,469,349
335,YOLOv10,person,0.97,18,183,638,479
335,YOLOv10,cell phone,0.72,249,291,469,350
335,YOLOv11,person,0.94,22,182,638,479
335,YOLOv11,cell phone,0.88,249,292,469,350
336,YOLOv10,person,0.97,18,183,638,479
336,YOLOv10,cell phone,0.72,249,291,469,350
336,YOLOv11,person,0.94,22,182,638,479
336,YOLOv11,cell phone,0.88,249,292,469,350
337,YOLOv10,person,0.97,20,183,638,479
337,YOLOv10,cell phone,0.65,250,293,470,349
337,YOLOv11,person,0.94,25,182,638,479
337,YOLOv11,cell phone,0.86,252,294,470,349
338,YOLOv10,person,0.97,20,182,638,479
338,YOLOv10,cell phone,0.7,252,295,470,349
338,YOLOv11,person,0.94,24,182,638,479
338,YOLOv11,cell phone,0.83,252,295,469,349
339,YOLOv10,person,0.97,21,182,638,479
339,YOLOv10,cell phone,0.65,252,296,470,349
339,YOLOv11,person,0.94,24,183,638,478
339,YOLOv11,cell phone,0.83,252,296,469,349
340,YOLOv10,person,0.97,21,182,638,479
340,YOLOv10,cell phone,0.7,252,296,470,349
340,YOLOv11,person,0.94,25,182,638,478
340,YOLOv11,cell phone,0.81,252,296,469,349
341,YOLOv10,person,0.97,21,182,638,479
341,YOLOv10,cell phone,0.7,252,296,470,349
341,YOLOv11,person,0.94,25,182,638,478
341,YOLOv11,cell phone,0.81,252,296,469,349
342,YOLOv10,person,0.97,18,182,638,479
342,YOLOv10,cell phone,0.76,250,295,470,349
342,YOLOv11,person,0.94,25,182,638,479
342,YOLOv11,cell phone,0.86,252,295,469,349
343,YOLOv10,person,0.97,21,182,638,479
343,YOLOv10,cell phone,0.64,250,295,469,350
343,YOLOv11,person,0.94,26,182,637,478
343,YOLOv11,cell phone,0.85,252,296,469,350
344,YOLOv10,person,0.97,21,182,638,479
344,YOLOv10,cell phone,0.61,250,295,469,350
344,YOLOv11,person,0.94,25,182,638,479
344,YOLOv11,cell phone,0.86,252,296,469,350
345,YOLOv10,person,0.97,21,182,638,479
345,YOLOv10,cell phone,0.56,250,296,469,351
345,YOLOv11,person,0.94,25,182,638,478
345,YOLOv11,cell phone,0.82,252,296,469,350
346,YOLOv10,person,0.97,21,182,638,479
346,YOLOv10,cell phone,0.56,250,296,469,351
346,YOLOv11,person,0.94,25,182,638,478
346,YOLOv11,cell phone,0.82,252,296,469,350
347,YOLOv10,person,0.97,21,181,638,479
347,YOLOv11,person,0.94,25,181,638,479
347,YOLOv11,cell phone,0.86,252,296,469,351
348,YOLOv10,person,0.97,20,182,638,479
348,YOLOv11,person,0.94,25,182,638,479
348,YOLOv11,cell phone,0.79,250,295,468,352
349,YOLOv10,person,0.97,17,182,638,479
349,YOLOv10,cell phone,0.71,249,292,468,352
349,YOLOv11,person,0.94,21,182,638,478
349,YOLOv11,cell phone,0.88,249,292,468,352
350,YOLOv10,person,0.97,18,183,638,479
350,YOLOv10,cell phone,0.62,248,285,465,353
350,YOLOv11,person,0.95,21,182,638,478
350,YOLOv11,cell phone,0.83,248,285,465,352
351,YOLOv10,person,0.97,18,183,638,479
351,YOLOv10,cell phone,0.62,248,285,465,353
351,YOLOv11,person,0.95,21,182,638,478
351,YOLOv11,cell phone,0.83,248,285,465,352
352,YOLOv10,person,0.97,16,183,638,478
352,YOLOv10,remote,0.59,240,265,437,339
352,YOLOv11,person,0.95,21,183,638,478
352,YOLOv11,cell phone,0.85,240,265,436,340
353,YOLOv10,person,0.83,0,181,638,478
353,YOLOv11,person,0.9,1,178,638,478
354,YOLOv10,person,0.86,0,161,637,478
354,YOLOv11,person,0.88,1,164,638,478
355,YOLOv10,person,0.86,0,161,637,478
355,YOLOv11,person,0.88,1,164,638,478
356,YOLOv10,person,0.74,0,105,637,478
356,YOLOv11,person,0.89,1,107,638,477
356,YOLOv11,toothbrush,0.62,253,121,496,389
357,YOLOv10,toothbrush,0.89,276,88,529,439
357,YOLOv10,person,0.87,1,66,637,475
357,YOLOv11,person,0.88,0,68,638,475
357,YOLOv11,toothbrush,0.83,274,89,522,433
358,YOLOv10,remote,0.92,305,90,538,441
358,YOLOv10,person,0.86,0,61,638,477
358,YOLOv11,remote,0.88,308,89,538,441
358,YOLOv11,person,0.87,1,62,637,475
359,YOLOv10,remote,0.97,324,80,561,475
359,YOLOv11,remote,0.96,322,80,562,479
359,YOLOv11,person,0.87,0,55,637,477
360,YOLOv10,remote,0.97,324,80,561,475
360,YOLOv11,remote,0.96,322,80,562,479
360,YOLOv11,person,0.87,0,55,637,477
361,YOLOv10,toothbrush,0.93,346,23,561,478
361,YOLOv11,toothbrush,0.92,342,22,561,479
361,YOLOv11,person,0.85,1,9,637,478
362,YOLOv10,person,0.9,49,168,637,479
362,YOLOv10,remote,0.9,440,0,581,477
362,YOLOv11,person,0.7,10,167,638,479
363,YOLOv10,remote,0.95,460,0,585,477
363,YOLOv10,person,0.94,28,166,638,479
363,YOLOv11,person,0.95,29,165,638,479
363,YOLOv11,remote,0.92,458,0,585,478
364,YOLOv10,remote,0.95,460,0,585,477
364,YOLOv10,person,0.94,28,166,638,479
364,YOLOv11,person,0.95,29,165,638,479
364,YOLOv11,remote,0.92,458,0,585,478
365,YOLOv10,remote,0.91,445,1,570,476
365,YOLOv10,person,0.91,60,168,637,479
365,YOLOv11,person,0.94,62,168,638,479
365,YOLOv11,remote,0.92,446,1,572,478
366,YOLOv10,remote,0.94,430,21,557,468
366,YOLOv10,person,0.91,50,167,637,479
366,YOLOv11,person,0.93,50,166,638,479
366,YOLOv11,remote,0.79,432,21,557,476
367,YOLOv10,remote,0.96,424,29,552,478
367,YOLOv10,person,0.76,54,170,586,479
367,YOLOv11,remote,0.97,424,29,552,479
367,YOLOv11,person,0.91,58,169,590,479
368,YOLOv10,remote,0.97,428,29,549,479
368,YOLOv10,person,0.77,54,171,593,479
368,YOLOv11,remote,0.98,428,28,549,479
368,YOLOv11,person,0.92,58,170,584,479
369,YOLOv10,remote,0.97,424,29,542,480
369,YOLOv10,person,0.89,57,169,588,479
369,YOLOv11,remote,0.97,425,29,545,479
369,YOLOv11,person,0.91,61,168,586,479
370,YOLOv10,remote,0.94,417,35,536,478
370,YOLOv10,person,0.9,58,171,586,479
370,YOLOv11,remote,0.96,418,35,538,479
370,YOLOv11,person,0.92,62,170,581,479
371,YOLOv10,remote,0.94,409,40,525,471
371,YOLOv10,person,0.92,57,171,592,479
371,YOLOv11,remote,0.94,410,40,526,477
371,YOLOv11,person,0.91,62,170,584,479
372,YOLOv10,remote,0.94,409,40,525,471
372,YOLOv10,person,0.92,57,171,592,479
372,YOLOv11,remote,0.94,410,40,526,477
372,YOLOv11,person,0.91,62,170,584,479
373,YOLOv10,person,0.92,58,170,598,479
373,YOLOv10,remote,0.77,401,40,513,460
373,YOLOv11,person,0.89,62,170,600,479
373,YOLOv11,remote,0.87,402,41,516,476
374,YOLOv10,toothbrush,0.98,372,37,601,480
374,YOLOv10,person,0.56,48,169,634,479
374,YOLOv11,person,0.87,60,170,594,479
374,YOLOv11,toothbrush,0.58,374,37,606,479
375,YOLOv10,toothbrush,0.96,337,36,458,390
375,YOLOv10,toothbrush,0.92,337,36,541,480
375,YOLOv10,person,0.85,41,170,638,479
375,YOLOv11,person,0.88,57,170,614,479
375,YOLOv11,toothbrush,0.7,337,38,465,478
376,YOLOv10,person,0.89,57,171,638,479
376,YOLOv11,person,0.89,61,171,602,479
376,YOLOv11,remote,0.73,320,41,446,377
377,YOLOv10,remote,0.88,320,48,436,360
377,YOLOv10,person,0.87,57,172,596,479
377,YOLOv11,remote,0.96,321,47,437,355
377,YOLOv11,person,0.92,62,171,594,479
378,YOLOv10,person,0.91,58,172,601,479
378,YOLOv10,remote,0.91,318,54,429,349
378,YOLOv11,remote,0.96,320,55,429,341
378,YOLOv11,person,0.93,62,171,596,479
379,YOLOv10,remote,0.93,317,61,425,346
379,YOLOv10,person,0.91,58,173,602,479
379,YOLOv11,remote,0.97,317,61,425,336
379,YOLOv11,person,0.93,62,172,596,479
380,YOLOv10,remote,0.93,316,63,422,344
380,YOLOv10,person,0.91,57,173,600,479
380,YOLOv11,remote,0.97,314,62,422,338
380,YOLOv11,person,0.93,62,171,597,479
381,YOLOv10,remote,0.96,314,64,420,345
381,YOLOv10,person,0.91,57,172,596,479
381,YOLOv11,remote,0.97,313,63,421,337
381,YOLOv11,person,0.93,62,171,596,479
382,YOLOv10,remote,0.96,314,64,420,340
382,YOLOv10,person,0.91,57,173,596,479
382,YOLOv11,remote,0.97,313,63,421,338
382,YOLOv11,person,0.93,61,171,593,479
383,YOLOv10,remote,0.96,314,64,420,340
383,YOLOv10,person,0.91,57,173,596,479
383,YOLOv11,remote,0.97,313,63,421,338
383,YOLOv11,person,0.93,61,171,593,479
384,YOLOv10,remote,0.96,314,64,418,344
384,YOLOv10,person,0.91,57,172,594,479
384,YOLOv11,remote,0.97,313,63,420,335
384,YOLOv11,person,0.93,61,171,594,479
385,YOLOv10,remote,0.96,314,65,418,344
385,YOLOv10,person,0.92,58,173,593,479
385,YOLOv11,remote,0.96,313,65,420,338
385,YOLOv11,person,0.93,64,172,593,479
386,YOLOv10,remote,0.95,314,66,417,343
386,YOLOv10,person,0.91,57,173,597,479
386,YOLOv11,remote,0.96,313,66,418,338
386,YOLOv11,person,0.93,62,171,593,479
387,YOLOv10,remote,0.94,316,67,417,342
387,YOLOv10,person,0.91,57,173,596,479
387,YOLOv11,remote,0.96,314,66,418,339
387,YOLOv11,person,0.93,62,173,594,479
388,YOLOv10,remote,0.95,317,67,418,339
388,YOLOv10,person,0.92,58,173,594,479
388,YOLOv11,remote,0.96,316,66,418,336
388,YOLOv11,person,0.93,62,171,593,479
389,YOLOv10,person,0.9,58,173,600,479
389,YOLOv10,remote,0.71,317,68,416,337
389,YOLOv11,person,0.92,62,173,590,479
389,YOLOv11,remote,0.82,317,68,416,334
390,YOLOv10,person,0.9,60,173,589,479
390,YOLOv11,person,0.77,64,119,586,479
391,YOLOv10,person,0.96,62,173,588,479
391,YOLOv11,person,0.93,66,172,585,479
392,YOLOv10,person,0.96,62,173,588,479
392,YOLOv11,person,0.93,66,172,585,479
393,YOLOv10,person,0.96,61,175,586,479
393,YOLOv11,person,0.93,62,174,584,479
393,YOLOv11,chair,0.52,37,428,638,479
394,YOLOv10,person,0.97,61,174,588,479
394,YOLOv11,person,0.93,64,173,584,479
394,YOLOv11,chair,0.5,45,428,638,479
395,YOLOv10,person,0.54,62,176,585,479
395,YOLOv10,chair,0.53,534,428,638,479
395,YOLOv11,person,0.94,65,175,582,479
395,YOLOv11,chair,0.51,37,429,638,479
396,YOLOv10,person,0.96,61,174,585,479
396,YOLOv10,chair,0.53,534,427,638,479
396,YOLOv11,person,0.93,65,172,584,479
397,YOLOv10,person,0.91,61,175,637,479
397,YOLOv11,person,0.9,66,175,636,479
398,YOLOv10,person,0.95,61,175,590,479
398,YOLOv11,person,0.94,65,174,590,479
399,YOLOv10,person,0.95,62,175,594,479
399,YOLOv11,person,0.94,65,175,592,479
399,YOLOv11,chair,0.52,37,429,638,479
400,YOLOv10,person,0.95,62,176,594,479
400,YOLOv11,person,0.93,66,175,593,479
401,YOLOv10,person,0.95,61,176,592,479
401,YOLOv10,chair,0.51,537,428,638,479
401,YOLOv11,person,0.94,65,175,589,479
402,YOLOv10,person,0.92,60,176,582,479
402,YOLOv11,person,0.93,64,176,581,479
403,YOLOv10,person,0.96,61,177,580,479
403,YOLOv10,chair,0.53,534,429,638,479
403,YOLOv10,chair,0.52,29,435,109,479
403,YOLOv11,person,0.93,64,176,578,479
404,YOLOv10,person,0.96,60,177,582,479
404,YOLOv10,chair,0.5,29,434,108,479
404,YOLOv10,chair,0.5,534,429,638,479
404,YOLOv11,person,0.93,61,176,581,479
405,YOLOv10,person,0.96,60,177,582,479
405,YOLOv10,chair,0.5,29,434,108,479
405,YOLOv10,chair,0.5,534,429,638,479
405,YOLOv11,person,0.93,61,176,581,479
406,YOLOv10,person,0.96,60,178,584,479
406,YOLOv11,person,0.93,61,177,582,479
407,YOLOv10,person,0.96,60,178,584,479
407,YOLOv10,chair,0.65,29,435,108,479
407,YOLOv10,chair,0.57,536,429,638,479
407,YOLOv11,person,0.93,61,177,581,479
408,YOLOv10,person,0.96,61,179,578,479
408,YOLOv11,person,0.93,64,178,577,479
409,YOLOv10,person,0.96,57,178,582,479
409,YOLOv10,chair,0.52,536,429,638,479
409,YOLOv10,chair,0.51,29,434,106,479
409,YOLOv11,person,0.93,60,177,582,479
410,YOLOv10,person,0.95,54,177,585,479
410,YOLOv11,person,0.93,54,176,584,479
411,YOLOv10,person,0.96,54,177,589,479
411,YOLOv11,person,0.94,54,176,586,479
412,YOLOv10,person,0.95,54,175,590,479
412,YOLOv11,person,0.94,58,175,589,479
413,YOLOv10,person,0.94,58,178,588,479
413,YOLOv11,person,0.93,64,177,589,479
414,YOLOv10,person,0.94,9,177,597,479
414,YOLOv11,person,0.91,5,177,638,479
415,YOLOv10,person,0.96,18,176,640,478
415,YOLOv10,cell phone,0.86,352,141,474,378
415,YOLOv11,person,0.93,22,176,638,478
415,YOLOv11,cell phone,0.64,356,142,474,380
416,YOLOv10,person,0.96,18,176,640,478
416,YOLOv10,cell phone,0.86,352,141,474,378
416,YOLOv11,person,0.93,22,176,638,478
416,YOLOv11,cell phone,0.64,356,142,474,380
417,YOLOv10,person,0.97,20,178,638,478
417,YOLOv10,cell phone,0.87,346,148,465,376
417,YOLOv11,person,0.95,24,177,638,478
417,YOLOv11,cell phone,0.91,345,148,464,375
418,YOLOv10,person,0.97,13,176,638,478
418,YOLOv10,cell phone,0.92,348,142,464,364
418,YOLOv11,person,0.94,13,175,638,478
418,YOLOv11,cell phone,0.9,348,144,462,364
419,YOLOv10,person,0.96,10,176,638,478
419,YOLOv10,cell phone,0.93,348,143,474,361
419,YOLOv11,person,0.94,9,176,638,478
419,YOLOv11,cell phone,0.9,348,143,466,361
420,YOLOv10,person,0.96,6,176,640,478
420,YOLOv10,cell phone,0.94,348,142,473,360
420,YOLOv11,cell phone,0.91,348,143,470,359
420,YOLOv11,person,0.91,4,176,638,478
421,YOLOv10,person,0.95,4,176,638,478
421,YOLOv10,cell phone,0.93,349,142,469,358
421,YOLOv11,cell phone,0.92,349,142,466,357
421,YOLOv11,person,0.92,2,176,638,478
422,YOLOv10,cell phone,0.94,349,142,462,358
422,YOLOv10,person,0.93,2,176,640,478
422,YOLOv11,cell phone,0.95,349,142,465,357
422,YOLOv11,person,0.92,1,176,638,478
423,YOLOv10,person,0.94,2,176,638,478
423,YOLOv10,cell phone,0.93,352,140,465,355
423,YOLOv11,cell phone,0.94,350,140,465,355
423,YOLOv11,person,0.92,2,176,638,478
424,YOLOv10,cell phone,0.94,352,139,465,353
424,YOLOv10,person,0.94,2,176,640,478
424,YOLOv11,cell phone,0.95,353,138,469,353
424,YOLOv11,person,0.91,1,176,638,478
425,YOLOv10,cell phone,0.94,352,139,465,353
425,YOLOv10,person,0.94,2,176,640,478
425,YOLOv11,cell phone,0.95,353,138,469,353
425,YOLOv11,person,0.91,1,176,638,478
426,YOLOv10,cell phone,0.94,353,137,466,351
426,YOLOv10,person,0.93,1,176,638,478
426,YOLOv11,cell phone,0.95,354,137,478,352
426,YOLOv11,person,0.91,1,176,638,478
427,YOLOv10,cell phone,0.94,354,136,468,350
427,YOLOv10,person,0.92,1,176,640,478
427,YOLOv11,cell phone,0.95,356,136,478,350
427,YOLOv11,person,0.93,1,176,638,478
428,YOLOv10,cell phone,0.94,356,135,469,348
428,YOLOv10,person,0.91,1,176,638,478
428,YOLOv11,cell phone,0.95,357,135,473,347
428,YOLOv11,person,0.93,2,176,638,477
429,YOLOv10,cell phone,0.93,358,133,470,346
429,YOLOv10,person,0.92,1,176,638,478
429,YOLOv11,cell phone,0.95,358,133,473,345
429,YOLOv11,person,0.93,2,176,638,478
430,YOLOv10,cell phone,0.94,360,132,472,344
430,YOLOv10,person,0.9,1,176,638,478
430,YOLOv11,cell phone,0.96,360,132,473,343
430,YOLOv11,person,0.93,2,176,638,478
431,YOLOv10,cell phone,0.93,361,132,476,342
431,YOLOv10,person,0.91,1,176,638,478
431,YOLOv11,cell phone,0.94,362,132,478,342
431,YOLOv11,person,0.93,2,176,638,478
432,YOLOv10,person,0.92,0,169,625,479
432,YOLOv10,toothbrush,0.58,364,147,477,396
432,YOLOv11,cell phone,0.9,340,135,472,395
432,YOLOv11,person,0.88,0,174,638,478
433,YOLOv10,person,0.87,12,176,636,479
433,YOLOv11,person,0.87,1,175,637,478
434,YOLOv10,person,0.94,61,176,581,479
434,YOLOv11,person,0.92,64,175,582,479
435,YOLOv10,person,0.95,61,177,592,479
435,YOLOv11,person,0.94,65,176,592,479
436,YOLOv10,person,0.95,60,176,592,479
436,YOLOv10,chair,0.55,536,427,638,479
436,YOLOv11,person,0.93,62,175,589,479
437,YOLOv10,person,0.95,60,176,592,479
437,YOLOv10,chair,0.55,536,427,638,479
437,YOLOv11,person,0.93,62,175,589,479
438,YOLOv10,person,0.95,61,176,589,479
438,YOLOv11,person,0.94,62,175,589,479
439,YOLOv10,person,0.95,62,177,589,479
439,YOLOv11,person,0.94,65,176,588,479
439,YOLOv11,chair,0.51,45,428,638,479
440,YOLOv10,person,0.95,65,176,589,479
440,YOLOv11,person,0.93,65,176,588,479
441,YOLOv10,person,0.86,34,161,600,479
441,YOLOv11,person,0.91,25,157,601,478
442,YOLOv10,person,0.97,22,136,630,479
442,YOLOv11,person,0.94,21,137,629,479
443,YOLOv10,person,0.96,28,144,618,479
443,YOLOv11,person,0.93,25,143,620,479
444,YOLOv10,person,0.95,18,137,626,479
444,YOLOv11,person,0.93,16,138,624,478
445,YOLOv10,person,0.79,1,90,638,474
445,YOLOv11,person,0.91,0,92,638,474
446,YOLOv10,person,0.79,1,90,638,474
446,YOLOv11,person,0.91,0,92,638,474
447,YOLOv10,person,0.95,1,85,638,473
447,YOLOv10,chair,0.51,2,342,117,450
447,YOLOv11,person,0.94,1,85,637,478
447,YOLOv11,chair,0.58,532,343,638,450
448,YOLOv10,person,0.93,0,87,638,471
448,YOLOv11,person,0.94,1,86,637,478
449,YOLOv10,person,0.82,0,79,638,465
449,YOLOv11,person,0.95,0,78,638,476
450,YOLOv10,person,0.92,0,61,638,461
450,YOLOv11,person,0.94,0,60,637,478
451,YOLOv10,person,0.94,0,57,638,461
451,YOLOv10,chair,0.65,530,316,638,423
451,YOLOv10,chair,0.58,0,316,112,422
451,YOLOv11,person,0.94,1,55,637,478
451,YOLOv11,chair,0.56,530,316,638,424
452,YOLOv10,person,0.94,0,57,638,456
452,YOLOv11,person,0.93,1,56,637,476
453,YOLOv10,person,0.92,0,62,638,453
453,YOLOv11,person,0.94,0,61,637,477
453,YOLOv11,couch,0.52,0,320,638,477
454,YOLOv10,person,0.87,0,61,638,458
454,YOLOv11,person,0.94,0,60,638,474
455,YOLOv10,person,0.85,0,48,637,455
455,YOLOv11,person,0.93,0,46,638,474
456,YOLOv11,person,0.77,0,6,638,451
457,YOLOv10,person,0.72,0,1,638,415
457,YOLOv11,person,0.77,0,1,638,459
458,YOLOv10,person,0.72,0,1,638,415
458,YOLOv11,person,0.77,0,1,638,459
459,YOLOv10,person,0.79,0,0,637,374
459,YOLOv11,person,0.9,0,0,638,479
460,YOLOv10,person,0.84,0,0,638,410
460,YOLOv11,person,0.87,1,0,638,475
461,YOLOv10,person,0.89,0,0,637,407
461,YOLOv11,person,0.91,0,0,638,478
462,YOLOv10,person,0.87,0,0,637,378
462,YOLOv11,person,0.92,0,0,638,476
463,YOLOv10,person,0.89,0,0,637,403
463,YOLOv11,person,0.91,0,0,637,474
463,YOLOv11,chair,0.55,513,230,638,370
464,YOLOv10,person,0.93,0,0,638,409
464,YOLOv11,person,0.93,0,0,637,478
465,YOLOv10,person,0.93,0,0,637,414
465,YOLOv11,person,0.93,0,0,637,477
465,YOLOv11,chair,0.66,512,238,638,377
466,YOLOv10,person,0.93,0,0,637,406
466,YOLOv11,person,0.93,0,0,637,477
466,YOLOv11,chair,0.55,514,240,638,378
467,YOLOv10,person,0.94,1,0,637,398
467,YOLOv11,person,0.93,0,0,638,477
468,YOLOv10,person,0.89,1,0,637,406
468,YOLOv11,person,0.93,0,0,638,474
469,YOLOv10,person,0.92,0,10,637,427
469,YOLOv11,person,0.94,0,9,638,471
470,YOLOv10,person,0.92,0,10,637,427
470,YOLOv11,person,0.94,0,9,638,471
471,YOLOv10,person,0.9,0,27,638,457
471,YOLOv11,person,0.95,0,27,638,475
472,YOLOv10,person,0.92,0,38,637,456
472,YOLOv11,person,0.95,0,39,637,478
473,YOLOv10,person,0.94,0,51,638,463
473,YOLOv10,chair,0.51,0,301,118,425
473,YOLOv11,person,0.95,0,51,638,477
474,YOLOv10,person,0.94,0,60,637,463
474,YOLOv11,person,0.95,1,60,637,478
475,YOLOv10,person,0.94,1,71,637,469
475,YOLOv10,chair,0.53,2,315,120,437
475,YOLOv11,person,0.95,0,70,636,479
476,YOLOv10,person,0.92,0,82,638,475
476,YOLOv11,person,0.94,1,84,638,478
477,YOLOv10,toothbrush,0.65,262,117,394,425
477,YOLOv10,person,0.61,16,100,622,478
477,YOLOv11,person,0.62,12,99,629,478
477,YOLOv11,toothbrush,0.53,266,101,397,412
478,YOLOv10,person,0.93,57,172,588,479
478,YOLOv11,person,0.93,57,171,592,479
479,YOLOv10,person,0.95,40,153,608,479
479,YOLOv11,person,0.93,26,156,608,479
479,YOLOv11,chair,0.63,522,389,638,479
480,YOLOv10,person,0.95,40,153,608,479
480,YOLOv11,person,0.93,26,156,608,479
480,YOLOv11,chair,0.63,522,389,638,479
481,YOLOv10,person,0.95,29,153,601,479
481,YOLOv11,person,0.93,26,154,598,479
482,YOLOv10,person,0.94,24,149,609,479
482,YOLOv11,person,0.91,16,149,616,478
483,YOLOv10,person,0.89,0,105,638,476
483,YOLOv11,person,0.94,0,114,638,477
484,YOLOv10,person,0.56,9,108,632,478
484,YOLOv11,person,0.74,6,106,633,477
485,YOLOv10,person,0.96,40,155,610,479
485,YOLOv11,person,0.93,37,154,610,479
486,YOLOv10,person,0.87,29,143,625,478
486,YOLOv11,person,0.92,14,143,632,478
487,YOLOv10,person,0.97,8,122,637,479
487,YOLOv11,person,0.95,2,121,634,479
488,YOLOv10,person,0.97,32,142,622,479
488,YOLOv11,person,0.94,26,142,622,478
489,YOLOv10,person,0.96,25,140,637,479
489,YOLOv11,person,0.95,22,140,636,479
490,YOLOv10,person,0.97,12,129,632,479
490,YOLOv11,person,0.95,10,128,637,479
491,YOLOv10,person,0.95,24,137,608,479
491,YOLOv11,person,0.95,24,137,634,479
492,YOLOv10,person,0.96,21,137,632,479
492,YOLOv11,person,0.94,17,137,633,479
493,YOLOv10,person,0.97,13,129,634,479
493,YOLOv10,chair,0.5,0,384,112,479
493,YOLOv11,person,0.95,12,129,632,479
494,YOLOv10,person,0.97,25,135,632,479
494,YOLOv11,person,0.94,20,134,630,479
495,YOLOv10,person,0.97,25,135,632,479
495,YOLOv11,person,0.94,20,134,630,479
496,YOLOv10,person,0.97,24,135,636,479
496,YOLOv10,chair,0.54,536,390,638,479
496,YOLOv10,chair,0.54,0,391,109,479
496,YOLOv11,person,0.94,20,134,633,479
497,YOLOv10,person,0.97,28,135,632,479
497,YOLOv11,person,0.94,24,137,630,479
498,YOLOv10,person,0.96,36,147,622,479
498,YOLOv11,person,0.93,36,147,621,479
499,YOLOv10,person,0.96,36,149,614,479
499,YOLOv10,chair,0.58,526,399,638,479
499,YOLOv10,chair,0.53,0,406,104,479
499,YOLOv11,person,0.93,34,149,616,479
500,YOLOv10,person,0.96,36,145,614,479
500,YOLOv10,chair,0.58,525,396,638,479
500,YOLOv11,person,0.93,33,146,617,479
501,YOLOv10,person,0.96,37,149,606,479
501,YOLOv11,person,0.92,36,149,605,479
502,YOLOv10,person,0.96,34,145,613,479
502,YOLOv11,person,0.92,32,146,616,479
503,YOLOv10,person,0.95,34,146,618,479
503,YOLOv11,person,0.91,32,146,617,479
503,YOLOv11,toothbrush,0.9,456,59,638,474
504,YOLOv10,person,0.96,37,148,614,479
504,YOLOv11,person,0.93,36,148,617,479
504,YOLOv11,toothbrush,0.78,402,122,638,479
505,YOLOv10,person,0.95,37,148,596,479
505,YOLOv11,person,0.93,34,148,636,478
506,YOLOv10,person,0.77,42,154,636,479
506,YOLOv11,person,0.92,40,153,636,479
507,YOLOv10,person,0.77,42,154,636,479
507,YOLOv11,person,0.92,40,153,636,479
508,YOLOv10,person,0.96,41,156,610,479
508,YOLOv11,person,0.91,38,156,612,479
509,YOLOv10,person,0.95,38,155,614,479
509,YOLOv10,toothbrush,0.51,326,262,450,476
509,YOLOv11,person,0.91,38,155,617,479
509,YOLOv11,toothbrush,0.64,328,265,436,464
510,YOLOv10,person,0.96,45,159,613,479
510,YOLOv10,toothbrush,0.76,318,261,432,479
510,YOLOv11,person,0.92,42,160,610,479
510,YOLOv11,toothbrush,0.73,317,271,438,478
511,YOLOv10,person,0.97,46,161,608,479
511,YOLOv10,scissors,0.88,309,265,424,479
511,YOLOv11,person,0.92,46,162,605,479
511,YOLOv11,scissors,0.74,310,267,425,479
512,YOLOv10,person,0.96,45,162,606,479
512,YOLOv10,scissors,0.85,309,251,421,473
512,YOLOv11,person,0.92,42,163,606,479
512,YOLOv11,scissors,0.79,309,255,421,473
513,YOLOv10,person,0.96,45,162,608,479
513,YOLOv11,person,0.91,48,163,606,479
514,YOLOv10,person,0.96,48,163,604,479
514,YOLOv11,person,0.92,49,163,604,479
515,YOLOv10,person,0.95,46,163,606,479
515,YOLOv11,person,0.91,50,163,604,479
516,YOLOv10,person,0.95,46,163,606,479
516,YOLOv11,person,0.91,50,163,604,479
517,YOLOv10,person,0.95,42,162,606,479
517,YOLOv11,person,0.91,48,163,606,479
518,YOLOv10,person,0.95,40,164,604,479
518,YOLOv11,person,0.89,46,164,608,479
519,YOLOv10,person,0.95,40,162,605,479
519,YOLOv11,person,0.88,40,162,604,479
520,YOLOv10,person,0.95,20,163,609,479
520,YOLOv11,person,0.89,24,162,585,479
